bisai,result
1022148,lose
1022149,lose
1022150,draw
1022152,lose
1022153,win
1022154,draw
1022155,lose
1022157,lose
1020953,lose
1022132,draw
1009055,win
1013854,draw
1017988,lose
1018595,lose
1019313,draw
1021815,draw
1021319,draw
1021605,win
981927,win
1002209,lose
1010566,draw
1010568,win
1010575,win
1013970,lose
1015306,win
1015319,lose
1016642,win
1016649,win
1016650,win
1017222,lose
1017403,win
1018600,win
1018609,lose
1022139,win
1022263,win
1022719,win
978511,lose
1017221,draw
1022643,draw
1021341,lose
1022682,draw
1021463,win
1022649,lose
1022650,lose
1022651,draw
1022652,draw
1022665,win
1022666,lose
1022670,lose
1019031,win
1019029,win
1007224,win
1014076,draw
1019027,win
1022199,lose
1022200,draw
1013478,lose
1022579,win
1022922,lose
1013434,lose
1013447,lose
1014640,lose
1022923,draw
1007461,win
1007466,win
1007474,draw
1007481,lose
1007944,win
1007483,win
1007941,win
1007943,lose
1007946,win
1007948,draw
1007949,win
1007950,lose
1007968,lose
1007969,lose
1007990,win
1007966,lose
1007477,win
961836,win
1021646,win
1013971,win
1022285,draw
1005789,lose
1005790,lose
1005791,lose
1005792,win
1005794,lose
961608,lose
1005788,win
1010570,win
1014503,lose
1022128,lose
1022147,draw
1016491,win
1021647,win
1022687,draw
1018620,win
1021607,draw
975381,draw
1002210,win
1013972,draw
1015321,win
1017884,win
1022642,win
1023202,lose
1022699,draw
1023287,win
1021457,win
1021459,win
1007227,win
1007228,lose
1013429,lose
1013450,lose
1022924,win
1020453,draw
1022925,draw
957299,win
1015805,draw
1015806,lose
1002673,win
957303,win
987350,draw
996217,win
996218,win
1020547,draw
1020745,lose
1020844,win
965172,draw
972029,draw
1016811,lose
1016813,win
1020934,lose
1020935,win
1020936,lose
1020937,win
1020548,win
978000,lose
978002,draw
978003,lose
971994,win
972004,draw
972019,win
972030,win
1015441,lose
1022254,lose
1022255,win
1022256,win
972001,win
972003,draw
1019507,win
961259,win
964585,win
972587,win
1013818,win
1016924,draw
1020884,draw
1021206,draw
960282,win
960300,win
960302,win
960307,lose
964732,win
978513,draw
1021648,win
981952,lose
981953,lose
965054,lose
968039,win
973420,lose
973421,lose
973426,draw
973464,win
975466,lose
975470,win
975548,draw
979457,draw
979458,draw
1011176,lose
1020033,win
961219,win
964730,lose
965174,lose
968032,win
968109,win
973469,lose
975464,draw
977051,draw
979451,win
979461,lose
1014614,draw
960484,draw
964579,draw
972586,win
977429,win
977430,draw
977431,lose
977432,win
977433,win
977435,lose
977439,lose
977446,draw
1022999,draw
960305,win
1017628,lose
1021207,lose
1021342,win
955175,draw
955525,win
955526,win
955533,draw
955534,lose
955540,draw
955544,win
955546,lose
955550,lose
955566,win
972582,win
975211,win
1006732,draw
1006738,lose
1006829,win
1006837,win
1006840,win
1021373,draw
1022686,win
1022700,draw
954651,win
974069,win
974623,draw
1006728,win
1006729,lose
967626,draw
984319,lose
1014897,draw
1014895,win
1003925,win
984321,win
1014889,draw
1008601,lose
1017764,lose
1018113,lose
1002674,draw
1007657,win
1009814,win
1009815,lose
1009816,lose
1014709,win
1014710,draw
1014711,lose
1014712,lose
1009817,win
1017763,lose
1007735,win
1007751,lose
1007753,win
1007786,win
1007828,win
1013244,win
1014713,win
1014714,win
1017029,lose
1017030,win
957214,lose
957250,lose
1009818,win
1017126,draw
1001669,win
1001668,win
1020463,draw
967845,win
981909,lose
1001749,win
1001750,lose
1002671,lose
1020464,win
1023365,draw
1022621,lose
1001752,win
1009819,draw
1013839,lose
1015803,win
1015804,win
1018384,win
1018385,win
979976,lose
957218,lose
957304,win
966912,win
966924,lose
966929,draw
966943,win
966951,win
966961,win
966966,win
966973,win
966982,lose
966993,draw
967155,draw
967277,draw
967848,win
974064,lose
981905,draw
981933,lose
981934,lose
1000582,win
1000601,win
1001754,lose
1016923,draw
1018381,lose
1021493,lose
1023201,draw
954602,lose
964264,win
964265,win
964266,lose
964267,win
964268,draw
964269,draw
964270,win
964271,win
964272,win
964273,win
966952,lose
968033,lose
968206,lose
969952,win
981932,draw
1017034,draw
1018386,draw
1021374,win
1013245,win
1013246,lose
1013249,lose
1013250,lose
1017031,lose
1017032,draw
981924,win
965141,win
965147,draw
965178,win
965361,lose
965369,win
965372,win
965377,lose
965436,win
965454,draw
965666,win
965671,draw
965672,lose
969948,win
975792,win
978510,draw
1000575,lose
1000594,win
1000646,lose
1001753,win
1002132,win
1015622,draw
1015642,lose
1018382,win
1018383,lose
1020549,draw
1023376,win
1023377,draw
1023379,lose
1023380,win
1023384,draw
1023385,draw
1023386,win
1023387,lose
984589,draw
984598,win
984599,win
984600,lose
984601,win
984602,win
984603,win
984604,draw
984868,win
984869,win
984870,win
984871,win
984872,draw
984873,draw
984874,win
984883,lose
984901,win
1001748,draw
1015444,lose
1019605,win
1021585,lose
953622,lose
965050,win
965052,win
965056,lose
965663,win
965670,win
965673,lose
966395,win
966396,win
966399,win
966404,win
968036,win
972588,lose
973432,win
975533,lose
980400,draw
980403,win
980404,draw
980405,win
980406,lose
980409,win
980410,win
980411,win
980412,draw
983860,draw
983865,win
1000589,draw
1000633,lose
1000635,win
1000636,lose
1000642,lose
1001665,lose
1006835,win
1007542,lose
1013853,win
1019064,draw
1019068,lose
1019145,lose
1019747,lose
1019748,lose
1019811,win
1023408,lose
1023409,lose
957207,win
962109,win
962133,win
962193,lose
962196,win
962235,win
962248,lose
962305,draw
962355,lose
962391,win
978523,lose
978525,win
1006491,win
1009307,win
1009309,win
1009310,win
1009312,lose
1009313,win
1016816,draw
1020412,lose
1021208,win
954656,win
954663,win
954671,win
959221,win
959239,win
959241,win
959243,win
959244,draw
959246,win
959250,draw
959251,win
959252,draw
959253,draw
959258,lose
959259,draw
959304,lose
961214,lose
961216,draw
961217,lose
961220,lose
961263,win
969947,lose
971143,win
972580,win
973463,draw
973466,win
973468,win
973472,win
973475,win
974620,lose
974631,lose
977999,win
979600,draw
983859,win
983862,lose
983863,lose
983871,draw
986520,lose
989391,win
989401,draw
989403,win
1002133,lose
1007574,lose
1011145,lose
1014587,win
1016950,draw
1019164,lose
1019165,lose
1019166,win
1020155,draw
1021370,draw
1021371,win
1021375,lose
1021600,lose
1021649,lose
1022667,draw
1022668,lose
1022671,win
1022672,lose
1023017,draw
1023027,win
1023405,lose
1023406,win
1023423,draw
1023620,win
1024083,lose
1042590,draw
961222,draw
974068,win
965053,lose
1020771,win
1020772,win
1021409,win
961650,win
961218,draw
961265,draw
963820,win
963824,lose
963829,win
963830,win
964588,win
967639,win
969137,win
971299,lose
971302,lose
971303,lose
971305,win
971307,draw
973422,lose
979921,win
979959,lose
983857,win
987345,draw
989771,win
1001652,lose
1004324,draw
1004326,draw
1004328,win
1004331,win
1004333,win
1017310,win
1017311,draw
1017312,win
1017313,lose
1017314,win
1017315,win
1017538,win
1017560,win
1019129,win
1019130,draw
1019131,lose
1019163,win
1019746,win
1020882,lose
1020883,win
1020885,win
1021483,win
1021579,lose
1022069,win
1022070,win
1022085,win
1022086,win
1022440,win
1023291,lose
1023292,win
1023293,win
1023407,lose
1023413,win
983852,win
1016814,lose
1019071,win
1022163,win
957220,win
961278,draw
971805,draw
971809,lose
971813,win
971816,win
972581,draw
972589,lose
974618,win
974627,lose
975540,draw
975547,lose
976334,win
977998,draw
978009,win
978522,win
986528,draw
986548,lose
986577,win
1002862,draw
1011177,draw
1014566,lose
1017657,lose
1021209,win
1023412,win
1023420,draw
984317,lose
984327,win
989764,win
954621,draw
959158,lose
959159,lose
959160,win
959161,win
959162,win
959168,draw
959173,win
959176,win
959180,draw
959184,draw
959189,draw
959190,win
959298,draw
959300,lose
959302,lose
961215,win
974072,draw
1016925,win
1019508,draw
1021650,win
1021816,draw
1022658,win
959474,win
959479,lose
960485,lose
960486,win
961647,win
964586,draw
972583,win
972584,win
973430,win
989388,lose
989404,draw
1003926,win
1021188,win
967652,lose
1017561,draw
971304,draw
1014613,win
1003928,win
974625,draw
1003927,win
1017540,lose
1017655,win
1017656,draw
1017681,win
984312,win
986496,win
1014265,lose
1017682,lose
1021190,draw
1021343,win
974073,win
976328,win
989770,win
1006735,lose
1006858,lose
1022656,lose
986568,lose
967635,draw
1006367,draw
1006387,draw
1014891,draw
1014893,lose
1004207,draw
1003929,draw
1006373,win
1023195,draw
984316,draw
1014267,win
1012833,win
1012835,draw
1014888,lose
984314,draw
1023197,lose
1022920,win
1003930,lose
1003931,win
1003932,win
1022921,lose
1003933,lose
1007473,win
1007475,draw
1007487,lose
1007961,win
1007963,lose
1017762,win
1018114,win
1018115,win
1007478,draw
1007493,draw
1007659,lose
1007662,win
1007964,lose
1007965,lose
1007967,lose
1013569,win
1002697,lose
1008017,lose
1009820,win
1013547,lose
1013714,lose
1007962,lose
1007981,draw
1007986,draw
1007989,win
1009821,lose
1013243,draw
1013248,win
1017033,win
953620,win
1009822,win
979448,draw
1001666,win
953621,lose
957301,draw
1007983,win
1013572,win
1023454,lose
1023455,win
961274,win
986576,win
1023456,win
974067,lose
974626,lose
986503,win
986508,lose
986554,win
986558,win
986561,win
986581,draw
986583,win
986741,win
987136,win
989769,lose
989799,win
1007490,draw
1014502,win
1015802,draw
1018184,lose
1018185,draw
1022914,win
979961,lose
976336,lose
953615,win
953619,win
957210,lose
961645,win
1000643,lose
1015801,draw
1016952,lose
1001745,draw
1021372,lose
957995,draw
957997,lose
957998,win
957999,draw
958000,win
958001,win
958002,win
958003,draw
958004,win
958005,win
958006,win
958007,win
966901,draw
966915,win
966941,lose
966959,draw
966976,lose
967156,win
967267,win
981921,win
1002557,lose
1017035,win
1013247,win
1009315,win
953616,lose
953618,draw
964718,win
965439,lose
968210,win
969956,lose
1000645,lose
1013877,draw
1015800,lose
1020550,draw
1022164,lose
1023022,draw
1023464,win
1023465,lose
1023466,win
1023467,win
1023468,draw
1023469,win
1023474,win
1023475,win
954607,draw
955966,win
955967,lose
955968,win
955969,draw
955970,draw
955971,lose
955972,lose
955973,draw
968034,win
982328,lose
1017629,lose
1019510,draw
1020861,draw
953614,win
953617,win
955136,lose
961261,lose
965057,draw
967719,win
968201,win
969950,lose
969953,lose
969954,win
969955,win
971141,draw
971144,win
975398,lose
975402,lose
975420,draw
975471,lose
975538,lose
975544,win
976324,draw
976326,win
976330,win
976332,lose
976342,draw
981918,draw
985501,win
985507,win
985511,lose
986555,win
992654,win
992655,draw
1002131,win
1002135,lose
1006487,win
1011146,win
1016815,draw
1023210,draw
992667,lose
962403,lose
962441,draw
962467,lose
962490,win
962559,win
962593,draw
962612,lose
962681,win
962696,draw
968035,lose
1019033,lose
1021191,lose
1021192,lose
1023350,draw
959476,lose
959477,win
959480,draw
960483,win
964423,win
964424,win
977042,win
977044,draw
977048,win
977050,win
977052,lose
977053,lose
984322,lose
989211,win
989213,win
989214,lose
989219,draw
989223,win
989224,win
989225,lose
991353,win
1009177,win
1009178,lose
1009179,win
1009180,lose
1012837,draw
1018172,draw
1020034,draw
1023263,lose
1023264,lose
1023265,win
1023266,draw
1023286,lose
1023351,draw
974066,lose
955013,win
959293,win
1014346,draw
1014347,win
1014348,draw
1014349,lose
1019509,win
1023366,lose
961648,win
954863,lose
954909,lose
954941,lose
954962,lose
955061,win
955113,win
961276,draw
963832,lose
964429,win
967625,lose
967638,win
979910,lose
979958,lose
979969,lose
979980,draw
979981,win
986526,draw
986560,win
987344,lose
1014524,win
1014568,win
1016812,lose
1017316,lose
1017405,lose
1017406,win
1017408,lose
1020719,lose
1020720,win
1020721,win
1020722,lose
1020723,win
1021578,draw
1021580,lose
1022288,win
1023208,draw
1023209,draw
1023219,draw
1023227,lose
1023229,lose
1023230,draw
1023231,win
1023232,lose
1023233,lose
1023483,win
954634,win
954640,win
980408,win
986751,lose
1002129,draw
1002130,lose
1007570,draw
1007575,win
1011178,lose
1015443,lose
957221,win
971806,lose
971811,win
971814,lose
971815,win
974621,draw
974624,win
975527,lose
976340,win
979956,win
986489,win
986495,lose
986500,lose
986501,lose
986519,draw
986521,win
986530,win
986542,draw
986556,draw
986586,lose
986740,lose
1002863,draw
1002864,win
1002865,draw
1002866,win
1002868,win
1006485,draw
1006486,draw
1006502,win
1006503,draw
1006508,draw
1013973,draw
1014501,win
1014567,win
1017558,win
1017630,win
1018173,win
1019679,win
1021193,draw
1022453,draw
1022916,win
984313,draw
974065,lose
986584,lose
986585,draw
1016951,win
1019606,lose
1021817,draw
1023352,draw
961646,draw
967633,win
986497,draw
1016547,win
1017559,win
1022454,win
1022918,draw
1023353,lose
1002867,win
1017683,lose
1022290,win
1023020,win
1023024,draw
984318,draw
1023026,draw
974071,draw
976338,lose
1012829,win
1012830,lose
1012832,lose
1012834,win
955037,win
967651,win
1019030,lose
1019035,lose
1022523,lose
1022580,win
1006363,win
1006364,draw
1008599,win
1006352,draw
1006366,draw
1008600,lose
984320,win
1003934,win
1023025,draw
1012836,win
1012838,win
1014266,lose
1023196,lose
984329,lose
1006371,draw
1022919,win
1001744,win
957302,lose
964431,win
985163,win
985167,win
1023289,draw
1005803,lose
1015442,lose
1017407,lose
1018254,win
1018255,draw
1023523,draw
1005793,draw
1005796,win
1005798,win
1005801,lose
1005802,win
1021830,win
977996,draw
1014500,win
1014586,lose
1020902,lose
1020903,win
1020904,lose
1020905,lose
1021025,lose
1022038,win
1022340,win
1023194,draw
1021831,win
957212,lose
957216,draw
969951,lose
1019511,lose
975536,win
975541,draw
1002126,lose
1002134,lose
1002871,draw
1011179,draw
1011287,lose
1020035,win
1017539,win
1018280,win
1022371,lose
1022376,win
1022377,win
1022378,lose
1022379,lose
1014612,win
960488,lose
980407,draw
1021345,win
1023331,lose
967641,draw
974070,lose
975117,lose
1022456,draw
1022457,lose
1022458,lose
984315,win
1012831,draw
1014907,lose
984326,draw
1008590,win
1021835,win
1021834,draw
969962,win
1020079,lose
1023258,win
1018087,draw
1021832,win
1013974,lose
1018256,draw
1023382,lose
1023621,draw
964546,win
1021210,lose
1021211,draw
1023618,lose
1021833,lose
968180,win
1011180,win
1013975,lose
1015299,win
1017944,lose
1018594,lose
1018610,win
1019456,draw
1020690,lose
964592,win
1020831,win
1022242,win
1017658,lose
1017659,win
1017660,win
1021212,win
1021213,win
1022339,win
1020505,lose
1021380,draw
1021383,lose
1021384,lose
1021385,lose
1022336,win
1022341,win
1021941,lose
1003506,win
1014898,win
1014906,win
1003510,draw
1003512,win
1017036,lose
1018121,lose
1018388,draw
1014195,win
1014205,win
1014214,lose
1021836,win
1014194,win
1014204,lose
1014224,lose
1014215,win
1014225,win
1018390,win
1018391,lose
1018392,win
1021845,win
1017038,win
1017039,draw
1017040,lose
1017041,win
1017042,lose
1023654,draw
1018389,win
1018387,draw
961649,draw
989384,lose
989386,draw
989411,draw
1022033,win
1022338,win
972606,lose
1001663,draw
1001664,draw
1001680,win
1001681,draw
1001683,draw
1013976,lose
1018088,draw
1019132,win
1019133,lose
1019134,lose
1021104,win
1021606,lose
1022122,lose
1023383,lose
972597,draw
1007569,win
1023294,draw
1023295,draw
1023645,draw
961652,draw
964599,lose
966872,win
972599,win
972605,win
1014499,lose
1021194,win
1021195,draw
1021797,win
1022120,win
1023301,lose
1023302,lose
1023303,lose
1023304,lose
1023306,lose
1023308,draw
1023309,lose
1023310,win
1023311,lose
1023312,draw
1023313,lose
1023316,draw
1023305,win
1023478,lose
1001948,lose
1015317,draw
1015328,draw
967729,draw
972607,draw
973461,draw
973467,win
973471,win
973473,win
981954,win
989408,win
989409,draw
1015272,draw
1015948,win
1016304,win
1016490,win
1018596,win
1018613,win
1022035,lose
1023307,lose
1009060,lose
1018631,draw
1018640,win
1020080,lose
1021796,lose
1021879,lose
1022034,lose
972598,lose
1021397,draw
959482,lose
959483,lose
959484,lose
960490,draw
960492,win
960507,win
961651,draw
964595,win
972600,win
972603,win
974052,win
1002566,win
1020829,draw
1023203,win
1022365,win
972604,win
1017684,lose
1017685,win
1017686,win
1021196,lose
1021197,win
1021901,draw
1023660,win
1020504,win
1020508,draw
1021381,draw
1021382,win
1023398,win
1023417,lose
1023421,win
1023477,win
1015552,win
1020503,win
1020507,win
1023296,draw
1023297,win
974050,win
1023299,win
1003507,win
1023298,draw
1022277,lose
1022627,win
1003935,win
1003936,lose
1003937,lose
1003938,win
1003513,win
1003515,draw
1022197,win
1004208,win
1022659,win
1000667,lose
1017043,draw
1000588,win
1000596,lose
1000619,lose
1000624,lose
1000632,win
1000644,win
1000665,win
1000668,draw
1020691,lose
1017631,lose
1022660,win
1000590,win
1000606,lose
1000671,draw
1018633,draw
1018634,lose
1018902,win
1023448,win
1016819,draw
1023490,win
959481,win
959485,win
960487,lose
960494,lose
961653,win
973470,win
973474,lose
973477,win
1021652,win
1023491,lose
1023492,win
1022610,win
1022611,win
1022612,win
1022613,win
1022614,win
1023446,lose
977059,win
1022439,lose
1023641,win
975376,win
1016818,lose
961654,win
964593,win
972031,win
1014498,draw
1017632,lose
1023314,win
1023315,win
1023449,draw
1023450,draw
1023805,lose
1022609,draw
1021653,win
1023493,win
1023356,win
1023444,draw
1017633,draw
1021346,lose
1023598,win
1020506,draw
1023414,win
1023424,lose
1003509,win
1007050,win
1022623,win
1022624,draw
1023537,win
1003511,win
1003514,win
1020457,draw
1022202,win
1023539,win
1001765,lose
967773,lose
1007839,win
1002670,lose
1002672,lose
1002675,win
996219,lose
1013257,draw
1023823,lose
1001759,win
971999,lose
972005,lose
